128        0.0000000		Acquisition Running
 ID     SSSSSSSS.mmmuuun  CH AMP
  1      323.4984705   2  52
  1      323.4987362   4  52
  1      323.4988232   8  54
  1      323.4996827   6  55
  1      323.5004490   2  51
  1      323.5010145   4  51
  1      323.5016355   5  50
  1      323.5022810   2  52
  1      323.5025872   6  53
  1      323.5027687   4  52
  1      323.5030605   5  51
  1      323.5035947   2  51
  1      323.5042390   6  51
  1      323.5043500   5  51
  1      323.5049222   2  50
  1      323.5054600   4  52
* Gp# 1[6,5,2] x =     1875, y =     2177, q = 1 dT[   132,   451] Src Amplitude = 51.0
*        323.5042390   6  51
*        323.5043500   5  51
*        323.5049222   2  50
  1      323.5058252   6  52
  1      323.5061407   5  52
  1      323.5061970   2  51
  1      323.5064740   8  52
  1      323.5065940   9  55
* Gp# 1[6,5,2,8] x =     1872, y =     1665, q = 0.914 dT[   139,   195,   484] Src Amplitude = 52.0
*        323.5058252   6  52
*        323.5061407   5  52
*        323.5061970   2  51
*        323.5064740   8  52
  1      323.5076598   5  50
  1      323.5076858   2  50
  1      323.5083502   8  52
  1      323.5088033   6  53
* Gp# 1[5,9,2,8] x =    581.8, y =     2292, q = 0.798 dT[     8,    22,   763] Src Amplitude = 50.0
*        323.5076598   5  50
*        323.5065940   9  55
*        323.5076858   2  50
*        323.5083502   8  52
  1      323.5091445   5  50
  1      323.5091807   4  50
  1      323.5096352   9  55
  1      323.5100327   8  52
  1      323.5100928   2  50
  1      323.5104202   5  51
  1      323.5109743   4  52
  1      323.5112223   6  54
  1      323.5118410   8  51
  1      323.5119778   9  54
  1      323.5131993   4  51
  1      323.5133255  10  53
  1      323.5138900   5  51
  1      323.5141898   6  50
  1      323.5143008   8  51
  1      323.5149750   9  52
  1      323.5153925   2  51
* Gp# 1[5,6,8] x =     1539, y =     1423, q = 1 dT[    30,   330] Src Amplitude = 51.0
*        323.5138900   5  51
*        323.5141898   6  50
*        323.5143008   8  51
  1      323.5155235   5  51
  1      323.5158780   4  51
  1      323.5161298   8  51
  1      323.5164935   6  52
  1      323.5176130   5  52
* Gp# 1[4,5,8] x =    725.8, y =     1343, q = 1 dT[    30,   252] Src Amplitude = 51.0
*        323.5158780   4  51
*        323.5155235   5  51
*        323.5161298   8  51
  1      323.5177868  10  52
  1      323.5181825   6  53
  1      323.5185975   8  51
  1      323.5186690   9  52
  1      323.5190970   4  51
  1      323.5193413  10  53
  1      323.5195428   5  51
  1      323.5200140   8  50
  1      323.5201508   6  51
  1      323.5204085   4  51
  1      323.5206090   9  51
  1      323.5220412   1  55
  1      323.5220688   5  51
  1      323.5223487   9  52
  1      323.5229850  10  51
  1      323.5239280   9  51
* Gp# 1[1,5,9] x =     1272, y =     2693, q = 1 dT[    17,   301] Src Amplitude = 55.0
*        323.5220412   1  55
*        323.5220688   5  51
*        323.5223487   9  52
  1      323.5249788   1  52
  1      323.5251870  10  51
  1      323.5253645   9  50
  1      323.5264660   1  52
* Gp# 1[1,10,9] x =     1080, y =     4043, q = 1 dT[   160,   161] Src Amplitude = 52.0
*        323.5249788   1  52
*        323.5251870  10  51
*        323.5253645   9  50
  1      323.5266353   9  50
  1      323.5271328  10  51
  1      323.5280135   1  52
* Gp# 1[1,9,10] x =     2396, y =     5393, q = 1 dT[   169,   677] Src Amplitude = 52.0
*        323.5264660   1  52
*        323.5266353   9  50
*        323.5271328  10  51
  1      323.5282820   9  50
  1      323.5285955  10  51
  1      323.5288705   8  51
  1      323.5299310  10  50
* Gp# 1[9,1,8] x =    793.7, y =     6743, q = 1 dT[   245,   589] Src Amplitude = 50.0
*        323.5282820   9  50
*        323.5280135   1  52
*        323.5288705   8  51
  1      323.5304307   1  51
  1      323.5334947   9  50
  1      323.5383708   8  52
  1      323.5387890   1  50
  1      323.5398118  10  53
  1      323.5400788   1  53
  1      323.5401955   9  50
  1      323.5414672   9  51
  1      323.5415415  10  52
  1      323.5420285   6  50
  1      324.3282645   8  51
  1      328.0370673   7  79
  1      328.0371715   8  72
  1      328.0373885   1  69
  1      328.0373905   2  70
  1      328.0374088   3  54
  1      328.0377037   5  66
  1      328.0377742   4  65
  1      328.0377770   6  64
  1      328.0378030   9  67
  1      328.0378498  10  67
  1      328.0429638   7  52
  1      328.0452810   7  50
  1      328.0474448   8  53
  1      328.0495335   8  54
  1      328.0502193   6  51
  1      328.0502410   5  52
  1      328.0514463   4  51
  1      328.0521710  10  52
  1      328.0525293   6  51
  1      328.0525498   9  54
  1      328.0532508   1  53
  1      328.0535995  10  51
  1      328.0541705   9  51
  1      328.0553625   1  50
  1      328.0568177   9  51
  1      332.0280047   7  81
  1      332.0281110   8  75
  1      332.0283253   1  72
  1      332.0283293   2  72
  1      332.0283490   3  56
  1      332.0286438   5  68
  1      332.0287022   4  66
  1      332.0287145   6  66
* Gp# 1[7,2,3,4] x =     1238, y =   -69.91, q = 0.9994 dT[   320,   327,   747] Src Amplitude = 81.0
*        332.0280047   7  81
*        332.0283293   2  72
*        332.0283490   3  56
*        332.0287022   4  66
  1      332.0287437   9  70
  1      332.0287727  10  69
  1      332.0370095   7  51
  1      332.0397260   2  52
  1      332.0400070   7  50
  1      332.0422557   2  51
  1      332.0433753   4  51
  1      332.0440990   1  55
  1      332.0446698   8  51
  1      332.0447545   6  52
  1      332.0464320   5  51
  1      332.0467063   6  50
  1      332.0467425   1  50
  1      332.0477237  10  50
  1      332.0477535   9  52
  1      332.0492602   1  52
  1      332.0495070  10  50
  1      335.2751462   7  82
  1      335.2752522   8  75
  1      335.2754303   1  72
  1      335.2754708   2  72
  1      335.2754908   3  56
  1      335.2757845   5  68
  1      335.2758260   9  70
* Gp# 1[7,2,3] x =     1207, y =   -68.83, q = 0.9975 dT[   321,   329] Src Amplitude = 82.0
*        335.2751462   7  82
*        335.2754708   2  72
*        335.2754908   3  56
  1      335.2758437   4  68
  1      335.2758470   6  67
  1      335.2759307  10  70
  1      335.2775680   3  50
  1      335.2871477   7  52
  1      335.2893967   2  52
  1      335.2916585   4  52
  1      335.2918113   8  51
  1      335.2924035   6  51
  1      335.2931245   8  50
  1      335.2935625   5  53
  1      335.2946642   9  52
  1      335.2947250   1  52
  1      335.2951165  10  50
  1      335.2966437  10  51
  1      338.6087870   7  81
  1      338.6088932   8  74
  1      338.6091075   1  72
  1      338.6091115   2  71
  1      338.6091315   3  55
  1      338.6094587   5  68
  1      338.6094845   4  66
  1      338.6094970   6  66
* Gp# 1[7,2,3] x =     1207, y =   -68.83, q = 0.9975 dT[   321,   329] Src Amplitude = 81.0
*        338.6087870   7  81
*        338.6091115   2  71
*        338.6091315   3  55
  1      338.6095475   9  69
  1      338.6095687  10  68
  1      338.6172555   7  51
* Gp# 1[6,9,10] x =     2296, y =     2172, q = 1 dT[   164,   304] Src Amplitude = 66.0
*        338.6094970   6  66
*        338.6095475   9  69
*        338.6095687  10  68
  1      338.6205078   2  52
  1      338.6230385   2  50
  1      338.6235720   8  50
  1      338.6241667   4  50
  1      338.6249015   1  54
  1      338.6254523   8  50
  1      338.6255370   6  51
  1      338.6269633   9  51
  1      338.6272145   5  50
  1      338.6274937   6  50
  1      338.6285398   9  50
  1      338.6286965   1  50
  1      338.6292100  10  51
  1      338.6300422   1  51
  1      342.0076302   7  82
  1      342.0077345   8  75
  1      342.0079125   1  72
  1      342.0079533   2  71
  1      342.0079733   3  55
  1      342.0082710   5  68
  1      342.0083088   9  69
* Gp# 1[7,2,3] x =     1207, y =   -69.25, q = 0.9973 dT[   321,   329] Src Amplitude = 82.0
*        342.0076302   7  82
*        342.0079533   2  71
*        342.0079733   3  55
  1      342.0083262   4  67
  1      342.0083318   6  67
  1      342.0083892  10  69
  1      342.0193490   2  52
  1      342.0196305   7  51
  1      342.0218790   2  51
  1      342.0222645   8  50
  1      342.0230032   4  52
  1      342.0242940   8  50
  1      342.0248615   4  50
  1      342.0249025   6  51
  1      342.0256120   8  50
* Gp# 1[8,4,6] x =      439, y =   -11.09, q = 1 dT[   568,   609] Src Amplitude = 50.0
*        342.0242940   8  50
*        342.0248615   4  50
*        342.0249025   6  51
  1      342.0260558   5  51
  1      342.0263298   6  52
  1      342.0263607   1  51
  1      342.0271940  10  50
* Gp# 1[8,5,6] x =    830.4, y =   -67.09, q = 0.4393 dT[   444,   723] Src Amplitude = 50.0
*        342.0256120   8  50
*        342.0260558   5  51
*        342.0263298   6  52
  1      342.0274030   9  51
  1      342.0288835   1  51
  1      342.6767710   1  53
211      348.6059460		Time Mark
  1      351.9998177   7  77
  1      351.9998915   8  76
  1      352.0000988   1  77
  1      352.0001028   3  62
  1      352.0001517   2  71
  1      352.0004175   5  68
  1      352.0004840   6  68
* Gp# 1[7,8,3,2] x =     1479, y =   -59.87, q = 0.9998 dT[   143,   275,   326] Src Amplitude = 77.0
*        351.9998177   7  77
*        351.9998915   8  76
*        352.0001028   3  62
*        352.0001517   2  71
  1      352.0005275   4  65
  1      352.0005377  10  72
  1      352.0005478   9  71
  1      352.0086755   7  51
* Gp# 1[4,10,9] x =    846.4, y =     2466, q = 1 dT[     3,    99] Src Amplitude = 65.0
*        352.0005275   4  65
*        352.0005377  10  72
*        352.0005478   9  71
  1      352.0105893   7  51
  1      352.0148990   8  53
  1      352.0156088   5  55
  1      352.0162908   4  51
  1      352.0176585   5  50
  1      352.0177097   6  51
  1      352.0181872  10  52
  1      352.0191498   1  50
  1      352.0193410   4  50
  1      352.0196040  10  51
  1      352.0199343   9  51
  1      352.0211772   1  51
  1      355.3130055   7  76
  1      355.3130820   8  75
  1      355.3132895   1  76
  1      355.3132933   3  62
  1      355.3133423   2  71
  1      355.3136080   5  67
  1      355.3136748   6  67
* Gp# 1[7,8,3,2] x =     1491, y =   -58.13, q = 1 dT[   140,   272,   323] Src Amplitude = 76.0
*        355.3130055   7  76
*        355.3130820   8  75
*        355.3132933   3  62
*        355.3133423   2  71
  1      355.3137178   4  64
  1      355.3137280  10  71
  1      355.3137382   9  70
  1      355.3218657   7  51
* Gp# 1[10,4,9] x =    845.7, y =     2498, q = 1 dT[    11,    96] Src Amplitude = 71.0
*        355.3137280  10  71
*        355.3137178   4  64
*        355.3137382   9  70
  1      355.3238578   7  50
  1      355.3280895   8  53
  1      355.3287997   5  54
  1      355.3294810   4  50
  1      355.3302083   6  50
  1      355.3305228   1  53
  1      355.3308487   5  50
  1      355.3313778  10  51
  1      355.3315983   6  52
  1      355.3323353   1  50
  1      355.3325310   4  50
  1      355.3327943  10  50
  1      355.3331248   9  51
  1      355.3343728   1  50
  1      358.3674345   7  77
  1      358.3675108   8  75
  1      358.3677183   1  76
  1      358.3677222   3  63
  1      358.3677715   2  71
  1      358.3680370   5  67
  1      358.3681035   6  67
* Gp# 1[7,8,3,2] x =     1492, y =   -58.35, q = 1 dT[   139,   272,   323] Src Amplitude = 77.0
*        358.3674345   7  77
*        358.3675108   8  75
*        358.3677222   3  63
*        358.3677715   2  71
  1      358.3681470   4  65
  1      358.3681568  10  73
  1      358.3681638   9  70
  1      358.3762953   7  50
  1      358.3804167   2  50
  1      358.3825503   8  52
  1      358.3835230   5  51
  1      358.3841518   9  54
  1      358.3848448   4  51
  1      358.3858523  10  51
  1      358.3860330   6  51
  1      358.3875545   9  50
  1      361.5866562   7  78
  1      361.5867328   8  77
  1      361.5869378   1  78
  1      361.5869420   3  62
  1      361.5869915   2  71
  1      361.5872563   5  68
  1      361.5873163   6  69
* Gp# 1[7,8,3,2] x =     1479, y =   -60.44, q = 0.9998 dT[   143,   276,   326] Src Amplitude = 78.0
*        361.5866562   7  78
*        361.5867328   8  77
*        361.5869420   3  62
*        361.5869915   2  71
  1      361.5873663   4  67
  1      361.5873765  10  73
  1      361.5873833   9  70
  1      361.5964707   7  51
  1      361.5977722   7  52
  1      361.6014610   2  51
  1      361.6026842   5  53
  1      361.6035050   4  51
  1      361.6040357   8  51
  1      361.6044135   6  51
  1      361.6049435   4  50
  1      361.6052940   5  51
  1      361.6063730   1  51
  1      361.6064050   6  50
  1      361.6064748   9  50
  1      361.6066553   4  50
  1      361.6080152   1  52
  1      361.6082303   9  50
  1      361.6096028   1  50
  1      375.7163185   7  78
  1      375.7163950   8  77
  1      375.7165990   1  78
  1      375.7166065   3  63
  1      375.7166560   2  72
  1      375.7169175   5  69
  1      375.7169850   6  69
* Gp# 1[7,8,3,2] x =     1494, y =   -59.02, q = 1 dT[   139,   272,   324] Src Amplitude = 78.0
*        375.7163185   7  78
*        375.7163950   8  77
*        375.7166065   3  63
*        375.7166560   2  72
  1      375.7170307   4  67
  1      375.7170405  10  74
  1      375.7170475   9  71
  1      375.7270860   7  52
  1      375.7308868   2  50
  1      375.7329337   4  51
  1      375.7337005   8  51
  1      375.7345482   4  51
  1      375.7349540   5  51
  1      375.7360805   6  51
  1      375.7363195   4  50
  1      375.7370588   9  51
  1      375.7372732  10  50
  1      375.7385255  10  51
  1      375.7391660   9  50
  1      375.7392625   1  51
  1      375.7398367  10  50
211      381.9328443		Time Mark
  1      389.4779967   3  67
  1      389.4781375   2  65
  1      389.4782015   1  75
  1      389.4782042   7  60
  1      389.4783397   8  63
  1      389.4783965   6  66
  1      389.4784035   5  65
  1      389.4784213   9  66
  1      389.4784950   4  65
  1      389.4784955  10  68
  1      389.4800835   3  52
* Gp# 1[6,4,8] x =     2361, y =     1919, q = 1 dT[    76,   553] Src Amplitude = 66.0
*        389.4783965   6  66
*        389.4784950   4  65
*        389.4783397   8  63
  1      389.4891320   7  52
  1      389.4909485   7  51
  1      389.4921705   2  51
  1      389.4923480   7  51
  1      389.4923538   8  51
  1      389.4928963   4  52
  1      389.4929555   5  51
  1      389.4934030  10  52
* Gp# 1[2,8,7] x =    607.5, y =    598.1, q = 1 dT[   182,   188] Src Amplitude = 51.0
*        389.4921705   2  51
*        389.4923538   8  51
*        389.4923480   7  51
  1      389.4941543   8  50
  1      389.4943753   4  53
  1      389.4948233   5  50
  1      389.4948665  10  52
* Gp# 1[8,4,5] x =    400.3, y =   -52.29, q = 0.9999 dT[   624,   669] Src Amplitude = 50.0
*        389.4941543   8  50
*        389.4943753   4  53
*        389.4948233   5  50
  1      389.4960490   9  51
  1      389.4964048   5  51
  1      389.4970323   6  51
  1      389.4981113  10  51
  1      389.4995830   1  50
  1      389.7824293   1  50
  1      389.7832265  10  50
  1      389.7847233  10  51
  1      389.7855983   1  50
  1      389.7885875  10  51
  1      389.7890137   1  51
  1      389.7903135   1  50
  1      389.7915775   1  51
  1      389.7917940   9  50
  1      389.7935433   1  53
  1      389.7940705  10  50
  1      389.7952570   1  50
  1      389.7967385  10  52
  1      389.7967898   9  51
  1      389.7969900   1  50
  1      389.7985215  10  51
* Gp# 1[10,9,1] x =     1757, y =     1298, q = 0.9999 dT[    51,   550] Src Amplitude = 52.0
*        389.7967385  10  52
*        389.7967898   9  51
*        389.7969900   1  50
  1      389.7988415   1  51
  1      389.7990193   9  50
  1      389.8008335   1  50
  1      389.8009368   5  50
  1      389.8010463  10  50
  1      389.8013338   9  52
  1      389.8022130   1  51
* Gp# 1[1,5,10,9] x =     1441, y =     2648, q = 0.9999 dT[   103,   213,   504] Src Amplitude = 50.0
*        389.8008335   1  50
*        389.8009368   5  50
*        389.8010463  10  50
*        389.8013338   9  52
  1      389.8023993  10  53
  1      389.8026053   9  50
  1      389.8036558   1  53
* Gp# 1[1,9,10] x =    750.4, y =     3998, q = 0.9999 dT[   392,   613] Src Amplitude = 51.0
*        389.8022130   1  51
*        389.8026053   9  50
*        389.8023993  10  53
  1      389.8039748   9  52
  1      389.8049245  10  51
  1      389.8050113   1  52
  1      389.8053460   4  52
  1      389.8060480   9  50
  1      389.8067587   5  50
  1      389.8068360  10  51
  1      389.8075035   1  54
  1      389.8085935   6  50
  1      389.8086525  10  53
  1      389.8092570   9  51
  1      389.8095915   8  50
  1      389.8104227  10  50
  1      389.8115025   9  50
  1      389.8116855  10  51
  1      389.8126148   1  53
  1      389.8131650  10  50
  1      389.8133075   9  51
  1      389.8148538   6  52
  1      389.8149663  10  50
  1      389.8157275   9  52
  1      389.8160358   4  50
  1      389.8163697  10  53
  1      389.8168123   5  50
  1      389.8174237   6  52
  1      389.8174428   9  50
  1      389.8184392  10  52
  1      389.8193425   8  50
  1      389.8194787   9  50
  1      389.8198600   1  53
  1      389.8201772   4  50
  1      389.8203077  10  53
  1      389.8212818   9  50
  1      389.8222790  10  51
  1      389.8224638   5  50
  1      389.8227842   9  52
  1      389.8231123   6  51
  1      389.8239388  10  51
  1      389.8243478   9  52
  1      389.8246070   1  54
  1      389.8256748  10  52
  1      389.8260015   9  52
  1      389.8271598   5  50
  1      389.8272380   6  50
  1      389.8284385   9  53
  1      389.8284718   6  52
  1      389.8288760  10  52
  1      389.8290840   8  50
  1      389.8303178   9  52
* Gp# 1[6,9,8] x =    54.04, y =     2191, q = 1 dT[    75,   600] Src Amplitude = 52.0
*        389.8284718   6  52
*        389.8284385   9  53
*        389.8290840   8  50
  1      389.8304973   6  50
  1      389.8310858   1  52
  1      389.8317042  10  52
  1      389.8318975   6  50
  1      389.8325678   5  50
  1      389.8326310   9  53
  1      389.8328558   1  53
  1      389.8334770  10  52
  1      389.8346785   1  53
  1      389.8350433   9  50
  1      389.8352745   6  51
  1      389.8356008  10  52
  1      389.8364510   1  54
* Gp# 1[1,6,9,10] x =    12.73, y =     1262, q = 0.9694 dT[   208,   368,   527] Src Amplitude = 53.0
*        389.8346785   1  53
*        389.8352745   6  51
*        389.8350433   9  50
*        389.8356008  10  52
  1      389.8371302   9  51
  1      389.8375368  10  53
  1      389.8384982   6  51
* Gp# 1[1,9,10] x =    65.99, y =     2612, q = 0.9694 dT[   297,   708] Src Amplitude = 54.0
*        389.8364510   1  54
*        389.8371302   9  51
*        389.8375368  10  53
  1      389.8385472   9  51
  1      389.8402005  10  50
  1      389.8402072   9  51
  1      389.8405502   8  51
  1      389.8407800   5  51
  1      389.8408070   1  57
  1      389.8416650   9  53
* Gp# 1[10,9,8] x =     1252, y =     3962, q = 0.9694 dT[     7,   350] Src Amplitude = 50.0
*        389.8402005  10  50
*        389.8402072   9  51
*        389.8405502   8  51
  1      389.8416750  10  52
  1      389.8426990   6  52
  1      389.8433855   5  51
  1      389.8440215   6  51
  1      389.8441282  10  52
  1      389.8442703   8  50
  1      389.8449975   9  52
  1      389.8453105   4  50
  1      389.8454483  10  55
  1      389.8469698   9  51
  1      389.8469920   6  51
  1      389.8483422   9  51
  1      389.8485473   4  51
  1      389.8487493   6  50
  1      389.8494672  10  50
  1      389.8499488   9  51
  1      389.8501127   4  50
  1      389.8501397   8  51
  1      389.8504828   6  51
  1      389.8507005   5  51
  1      389.8507383  10  53
* Gp# 1[9,4,8] x =     1661, y =     1787, q = 0 dT[   164,   191] Src Amplitude = 51.0
*        389.8499488   9  51
*        389.8501127   4  50
*        389.8501397   8  51
  1      389.8517215   9  52
  1      389.8527598   8  51
  1      389.8532085  10  53
  1      389.8532390   9  54
  1      389.8543155   5  50
  1      389.8544943   6  51
  1      389.8548625   9  52
  1      389.8550315   2  50
  1      389.8550418  10  53
  1      389.8551540   8  51
  1      389.8560078   6  50
* Gp# 1[6,2,8] x =     2076, y =     1587, q = 0.9987 dT[   277,   400] Src Amplitude = 51.0
*        389.8544943   6  51
*        389.8550315   2  50
*        389.8551540   8  51
  1      389.8566305   5  52
  1      389.8570600   2  52
  1      389.8577153   9  51
  1      389.8577835   6  52
  1      389.8578215   4  51
  1      389.8587162   5  51
  1      389.8591467   9  51
* Gp# 1[6,9,4] x =     2411, y =     2383, q = 0.9931 dT[    32,    38] Src Amplitude = 52.0
*        389.8577835   6  52
*        389.8577153   9  51
*        389.8578215   4  51
  1      389.8594520  10  53
  1      389.8594955   6  51
  1      389.8597463   2  51
  1      389.8599033   4  50
  1      389.8604252   8  50
  1      389.8604340   5  50
  1      389.8604380   9  51
  1      389.8612137   2  52
  1      389.8615028   6  52
  1      389.8618823   5  50
* Gp# 1[8,5,9] x =     1943, y =     3733, q = 0.9931 dT[     9,    90] Src Amplitude = 50.0
*        389.8604252   8  50
*        389.8604340   5  50
*        389.8604380   9  51
  1      389.8622270  10  56
  1      389.8624635   9  53
  1      389.8627870   2  51
  1      389.8629435   6  51
  1      389.8632450   8  50
  1      389.8633132   4  51
  1      389.8637695   9  51
  1      389.8642142   5  53
  1      389.8652563   6  52
  1      389.8654850   8  50
  1      389.8658910   9  52
  1      389.8663388   2  50
  1      389.8665678   5  51
  1      389.8677758   9  54
  1      389.8678028  10  52
  1      389.8678510   2  51
  1      389.8681565   4  53
  1      389.8686017   5  51
  1      389.8689627   6  50
* Gp# 1[9,10,2] x =    508.6, y =     2045, q = 1 dT[    36,    71] Src Amplitude = 54.0
*        389.8677758   9  54
*        389.8678028  10  52
*        389.8678510   2  51
  1      389.8691920  10  54
  1      389.8692910   8  50
  1      389.8706553   8  51
  1      389.8708858   9  51
  1      389.8709165   6  53
  1      389.8709338   5  50
  1      389.8710270   4  50
  1      389.8721480   2  50
* Gp# 1[8,5,6,4,9] x =     1478, y =    277.6, q = 0.9191 dT[   279,   341,   372,   532] Src Amplitude = 51.0
*        389.8706553   8  51
*        389.8709338   5  50
*        389.8709165   6  53
*        389.8710270   4  50
*        389.8708858   9  51
  1      389.8725243   4  51
  1      389.8725540   5  51
  1      389.8725588   9  54
  1      389.8733980  10  54
* Gp# 1[2,5,9] x =   0.3566, y =     1106, q = 0 dT[   270,   275] Src Amplitude = 50.0
*        389.8721480   2  50
*        389.8725540   5  51
*        389.8725588   9  54
  1      389.8737033   6  51
  1      389.8743123   5  51
  1      389.8744340   9  52
  1      389.8753540   8  51
  1      389.8753962   6  50
  1      389.8759240   9  54
  1      389.8763513   4  50
  1      389.8766395  10  54
  1      389.8768175   6  51
  1      389.8769962   5  51
  1      389.8785262   9  52
  1      389.8787772   6  51
  1      389.8792247   5  50
  1      389.8797227   4  52
  1      389.8797480   8  51
  1      389.8803013   6  53
* Gp# 1[6,5,8] x =     1997, y =     2181, q = 1 dT[   206,   729] Src Amplitude = 51.0
*        389.8787772   6  51
*        389.8792247   5  50
*        389.8797480   8  51
  1      389.8807963  10  53
  1      389.8815318   5  51
  1      389.8824330   4  51
  1      389.8828337   9  53
  1      389.8831437   5  50
  1      389.8833588  10  56
  1      389.8837080   4  51
  1      389.8837870   2  51
  1      389.8840917   8  50
  1      389.8847197   9  53
* Gp# 1[4,2,8] x =    348.4, y =     1575, q = 1 dT[    75,   380] Src Amplitude = 51.0
*        389.8837080   4  51
*        389.8837870   2  51
*        389.8840917   8  50
  1      389.8848035   6  51
  1      389.8852415   5  50
  1      389.8854847   8  52
  1      389.8866990   5  53
* Gp# 1[6,5,8] x =     1911, y =     1894, q = 1 dT[   134,   586] Src Amplitude = 51.0
*        389.8848035   6  51
*        389.8852415   5  50
*        389.8854847   8  52
  1      389.8870235   6  52
  1      389.8872738   4  51
  1      389.8873820   9  54
  1      389.8879855   5  52
  1      389.8880040   2  51
  1      389.8882498   8  51
  1      389.8887865   4  51
* Gp# 1[5,2,8] x =     2487, y =     1893, q = 1 dT[     9,   258] Src Amplitude = 52.0
*        389.8879855   5  52
*        389.8880040   2  51
*        389.8882498   8  51
  1      389.8888207   6  51
  1      389.8897285   5  50
  1      389.8903135   2  51
  1      389.8905135   6  51
  1      389.8908495   8  50
  1      389.8909755   5  52
  1      389.8916330   2  51
  1      389.8919428   6  53
  1      389.8923570   4  50
  1      389.8935520   5  52
  1      389.8936187   6  52
  1      389.8937272   8  50
  1      389.8938935   4  51
  1      389.8945938   2  51
  1      389.8952460   4  50
* Gp# 1[6,8,5] x =    0.355, y =     1182, q = 0.9933 dT[   109,   175] Src Amplitude = 52.0
*        389.8936187   6  52
*        389.8937272   8  50
*        389.8935520   5  52
  1      389.8954680   8  52
  1      389.8956217   5  53
  1      389.8960118   6  53
  1      389.8967123   8  51
  1      389.8973037   4  51
  1      389.8973880   6  50
  1      389.8974073   2  51
  1      389.8979483   5  53
* Gp# 1[8,4,6] x =    830.3, y =   -97.19, q = 0.9638 dT[   592,   676] Src Amplitude = 51.0
*        389.8967123   8  51
*        389.8973037   4  51
*        389.8973880   6  50
  1      389.8981655   8  52
  1      389.8987682   4  50
  1      389.8989275   9  53
  1      389.8989555   6  53
  1      389.8994010   5  50
  1      389.9004525   8  50
  1      389.9007158   4  50
  1      389.9015045   6  52
* Gp# 1[5,6,8] x =     1294, y =     2136, q = 1 dT[   228,   795] Src Amplitude = 50.0
*        389.8994010   5  50
*        389.8989555   6  53
*        389.9004525   8  50
  1      389.9016245   5  51
  1      389.9017580   2  51
  1      389.9022998   4  51
  1      389.9028897   5  51
* Gp# 1[6,5,2] x =     1696, y =     1623, q = 1 dT[    21,   155] Src Amplitude = 52.0
*        389.9015045   6  52
*        389.9016245   5  51
*        389.9017580   2  51
  1      389.9029840   9  50
  1      389.9031323   6  51
  1      389.9044495   2  51
* Gp# 1[5,6,9] x =     1385, y =     2323, q = 1 dT[   158,   280] Src Amplitude = 51.0
*        389.9028897   5  51
*        389.9031323   6  51
*        389.9029840   9  50
  1      389.9045370   6  51
  1      389.9045540   4  50
  1      389.9046277   9  52
  1      389.9049582   5  50
  1      389.9051995   8  51
  1      389.9063090   5  51
* Gp# 1[2,6,9] x =     1588, y =    908.5, q = 0.8438 dT[    88,   525] Src Amplitude = 51.0
*        389.9044495   2  51
*        389.9045370   6  51
*        389.9046277   9  52
  1      389.9064815   8  50
  1      389.9065620   2  50
  1      389.9066092   4  52
  1      389.9066700   6  50
  1      389.9070757   9  54
  1      389.9080578   5  53
* Gp# 1[5,8,2] x =     2076, y =     1612, q = 0 dT[   173,   253] Src Amplitude = 51.0
*        389.9063090   5  51
*        389.9064815   8  50
*        389.9065620   2  50
  1      389.9081572  10  54
  1      389.9082937   8  50
  1      389.9085172   2  51
  1      389.9085995   4  51
  1      389.9094622   5  51
* Gp# 1[5,10,8] x =    862.1, y =     2962, q = 0 dT[   100,   226] Src Amplitude = 53.0
*        389.9080578   5  53
*        389.9081572  10  54
*        389.9082937   8  50
  1      389.9098363   6  51
  1      389.9105925   4  50
  1      389.9108508   8  50
  1      389.9111945   5  52
  1      389.9118398   6  51
  1      389.9126035   2  50
  1      389.9130037   8  51
  1      389.9130788   5  51
  1      389.9131147   9  53
  1      389.9134778  10  54
* Gp# 1[8,5,9] x =    526.2, y =     4312, q = 0 dT[    75,   470] Src Amplitude = 51.0
*        389.9130037   8  51
*        389.9130788   5  51
*        389.9131147   9  53
  1      389.9139575   4  50
  1      389.9146212   6  51
  1      389.9149327   9  51
  1      389.9150385   8  51
  1      389.9160978   6  50
  1      389.9162243   4  51
  1      389.9164225   9  54
  1      389.9169595   5  52
  1      389.9171733   2  50
  1      389.9173325   6  52
  1      389.9188980   2  51
* Gp# 1[5,2,9] x =     1151, y =     1853, q = 1 dT[   214,   365] Src Amplitude = 52.0
*        389.9169595   5  52
*        389.9171733   2  50
*        389.9164225   9  54
  1      389.9189160   4  51
  1      389.9194342   6  50
  1      389.9194710   9  54
  1      389.9196187   5  52
  1      389.9199675  10  53
* Gp# 1[2,4,6] x =    830.3, y =    993.7, q = 0.9116 dT[   333,   531] Src Amplitude = 51.0
*        389.9188980   2  51
*        389.9189160   4  51
*        389.9194342   6  50
  1      389.9209815   4  50
  1      389.9212723   8  50
  1      389.9217495   6  51
  1      389.9232477   6  50
* Gp# 1[10,4,8] x =     1661, y =     1920, q = 0.9953 dT[    83,   374] Src Amplitude = 53.0
*        389.9199675  10  53
*        389.9209815   4  50
*        389.9212723   8  50
  1      389.9238215   5  51
  1      389.9238825   8  51
  1      389.9241833  10  56
  1      389.9246903   6  51
  1      389.9247727   9  51
  1      389.9248105   4  50
  1      389.9251640   5  52
  1      389.9259758   8  50
