128        0.0000000		Acquisition Running
*        169.8968223   1  73
  1      169.8972525   5  64
  1      169.8973183   6  66
  1      169.8973370  10  68
  1      169.8973960   9  70
  1      169.9046002   7  51
* Gp# 1[6,9,10] x =     2395, y =     2175, q = 1 dT[   128,   294] Src Amplitude = 66.0
*        169.8973183   6  66
*        169.8973960   9  70
*        169.8973370  10  68
  1      169.9076648   2  51
  1      169.9091017   2  51
  1      169.9114045   8  51
  1      169.9114982   4  52
  1      169.9123933   5  52
  1      169.9127648   4  51
  1      169.9128223   6  51
  1      169.9132820  10  51
  1      169.9142540   5  50
  1      169.9150610   9  50
  1      169.9150667   1  50
  1      169.9160577  10  52
211      176.1100192		Time Mark
  1      180.3995542   7  74
  1      180.3996570   8  73
  1      180.3997433   2  74
  1      180.3997438   3  63
  1      180.3997678   1  80
  1      180.4000775   5  70
  1      180.4001072   4  69
* Gp# 1[7,2,3,1,5] x =     1246, y =    144.4, q = 0.9938 dT[   147,   151,   357,   537] Src Amplitude = 74.0
*        180.3995542   7  74
*        180.3997433   2  74
*        180.3997438   3  63
*        180.3997678   1  80
*        180.4000775   5  70
  1      180.4001213   6  69
  1      180.4002230  10  72
  1      180.4002798   9  69
  1      180.4020765   3  51
  1      180.4094650   7  52
  1      180.4125218   2  52
  1      180.4137615   8  51
  1      180.4141000   2  51
  1      180.4157010   2  51
  1      180.4159025   8  51
  1      180.4162852   6  52
  1      180.4175853   4  51
  1      180.4180795   5  51
  1      180.4183315   6  53
  1      180.4189020  10  50
  1      180.4196380   5  52
  1      180.4200555   9  53
  1      180.4202927   1  52
  1      180.4206815   4  50
  1      180.4211788   6  51
  1      183.4155715   7  73
  1      183.4156745   8  71
  1      183.4157603   2  73
  1      183.4157623   3  62
  1      183.4158907   1  79
  1      183.4160970   5  69
  1      183.4161265   4  67
* Gp# 1[7,2,3,1,5] x =     1246, y =    144.4, q = 0.9941 dT[   146,   153,   356,   537] Src Amplitude = 73.0
*        183.4155715   7  73
*        183.4157603   2  73
*        183.4157623   3  62
*        183.4158907   1  79
*        183.4160970   5  69
  1      183.4161382   6  68
  1      183.4162430  10  71
  1      183.4162970   9  68
  1      183.4182560   3  50
  1      183.4254822   7  51
  1      183.4297840   8  50
  1      183.4301215   2  50
  1      183.4310647   8  51
  1      183.4313058   4  51
  1      183.4317233   5  52
  1      183.4323200   6  51
* Gp# 1[8,4,5] x =   0.4643, y =    379.2, q = 0.4486 dT[   241,   659] Src Amplitude = 51.0
*        183.4310647   8  51
*        183.4313058   4  51
*        183.4317233   5  52
  1      183.4330725   8  50
  1      183.4331783   1  52
  1      183.4338787   5  50
  1      183.4343488   6  52
  1      183.4352965   1  51
  1      183.4356555   5  51
  1      183.4360773   9  52
  1      183.4367453   1  50
  1      186.8323325   7  74
  1      186.8324330   8  72
  1      186.8325192   2  73
  1      186.8325213   3  62
  1      186.8325435   1  79
  1      186.8328560   5  69
  1      186.8328855   4  68
* Gp# 1[7,2,3,1,5] x =     1246, y =    144.1, q = 0.9937 dT[   147,   151,   357,   538] Src Amplitude = 74.0
*        186.8323325   7  74
*        186.8325192   2  73
*        186.8325213   3  62
*        186.8325435   1  79
*        186.8328560   5  69
  1      186.8328970   6  68
  1      186.8330020  10  71
  1      186.8330795   9  69
  1      186.8350148   3  50
  1      186.8422410   7  51
  1      186.8465375   8  50
  1      186.8468763   2  50
  1      186.8480645   4  51
  1      186.8484820   5  52
  1      186.8490615   6  51
  1      186.8497550   9  52
  1      186.8497895   4  50
  1      186.8498310   8  50
  1      186.8503370   1  52
  1      186.8506373   5  50
  1      186.8511075   6  52
  1      186.8519712   9  50
  1      186.8524140   5  51
  1      186.8530742   1  51
  1      190.2535778   7  73
  1      190.2536810   8  71
  1      190.2537665   2  74
  1      190.2537680   3  63
  1      190.2538050   1  79
  1      190.2540950   5  69
  1      190.2541318   4  68
  1      190.2541455   6  68
  1      190.2542438  10  72
  1      190.2543205   9  69
  1      190.2557490   3  51
* Gp# 1[7,2,3,1,5,4,6,9] x =     1150, y =     92.7, q = 0.9706 dT[   148,   151,   357,   537,   556,   683,   892] Src Amplitude = 73.0
*        190.2535778   7  73
*        190.2537665   2  74
*        190.2537680   3  63
*        190.2538050   1  79
*        190.2540950   5  69
*        190.2541318   4  68
*        190.2541455   6  68
*        190.2543205   9  69
  1      190.2634892   7  51
  1      190.2665463   2  50
  1      190.2681287   2  50
  1      190.2695480   4  50
  1      190.2697303   5  52
  1      190.2703095   6  51
  1      190.2710683   9  52
  1      190.2711997   4  50
  1      190.2718858   5  50
  1      190.2723558   6  51
  1      190.2724010  10  51
  1      190.2732195   9  50
  1      190.2733040   1  50
  1      190.2736628   5  50
  1      193.6751350   7  75
  1      193.6752378   8  73
  1      193.6753245   2  75
  1      193.6753247   3  63
  1      193.6753335   1  81
  1      193.6756445  10  70
  1      193.6756610   5  70
  1      193.6756905   4  70
  1      193.6757023   6  70
* Gp# 1[7,3,2,1,4] x =     1260, y =    167.1, q = 0.9984 dT[   137,   157,   340,   558] Src Amplitude = 75.0
*        193.6751350   7  75
*        193.6753247   3  63
*        193.6753245   2  75
*        193.6753335   1  81
*        193.6756905   4  70
  1      193.6758468   9  70
  1      193.6896585   2  55
  1      193.6926978   2  51
  1      193.6934487   7  67
  1      193.6934917   8  68
  1      193.6936162   3  51
  1      193.6939698   2  62
  1      193.6941950   6  61
  1      193.7008593   2  50
  1      193.7010240   8  53
  1      193.7025263   8  52
  1      193.7031272   2  51
  1      193.7040925   5  54
  1      193.7044880   8  52
  1      193.7061165  10  54
  1      193.7073583   6  52
  1      193.7073660   9  53
  1      193.7078797  10  50
  1      193.7078948   1  51
  1      193.7106335   1  51
211      200.5172402		Time Mark
  1      205.1822428   7  72
  1      205.1822728   8  71
  1      205.1823385   3  63
  1      205.1823477   1  73
  1      205.1824075   2  74
  1      205.1827248   6  68
  1      205.1827322   5  68
* Gp# 1[7,3,8,2,1,6] x =     1459, y =    90.06, q = 0.8779 dT[    99,   134,   170,   254,   711] Src Amplitude = 72.0
*        205.1822428   7  72
*        205.1823385   3  63
*        205.1822728   8  71
*        205.1824075   2  74
*        205.1823477   1  73
*        205.1827248   6  68
  1      205.1827608   4  66
  1      205.1828830  10  69
  1      205.1828867   9  71
  1      205.1844590   3  51
  1      205.1914427   7  53
  1      205.1924093   2  54
  1      205.1952487   2  51
  1      205.1954177   8  52
  1      205.1973892   4  53
  1      205.1978705   5  52
  1      205.1996260   4  50
  1      205.2004103  10  50
  1      205.2014585   1  51
  1      205.2019850   6  51
  1      209.4354275   7  74
  1      209.4354580   8  74
  1      209.4355237   3  64
  1      209.4355332   1  75
  1      209.4355928   2  76
  1      209.4358188   6  68
  1      209.4359172   5  68
* Gp# 1[7,3,8,2,1,6] x =     1446, y =    82.01, q = 0.8869 dT[    99,   150,   185,   269,   711] Src Amplitude = 74.0
*        209.4354275   7  74
*        209.4355237   3  64
*        209.4354580   8  74
*        209.4355928   2  76
*        209.4355332   1  75
*        209.4358188   6  68
  1      209.4359260   9  72
  1      209.4359455   4  68
  1      209.4359785  10  71
  1      209.4376440   3  51
  1      209.4455563   7  51
  1      209.4481070   2  52
  1      209.4495490   2  51
  1      209.4514090   5  53
  1      209.4524028   7  54
  1      209.4524448   6  53
  1      209.4525305   8  54
  1      209.4525655   2  57
  1      209.4533652   5  53
  1      209.4544768   6  50
* Gp# 1[8,2,6] x =    830.4, y =    91.04, q = 0.9998 dT[    23,   524] Src Amplitude = 54.0
*        209.4525305   8  54
*        209.4525655   2  57
*        209.4524448   6  53
  1      209.4547443   4  51
  1      209.4560202   9  52
  1      209.4561925   6  51
  1      209.4564125  10  50
  1      209.4567642   5  51
  1      209.4588645   9  51
  1      209.4589300  10  51
  1      212.7340583   7  75
  1      212.7341388   8  74
  1      212.7342045   3  65
  1      212.7342110   1  75
  1      212.7342738   2  77
  1      212.7345830   5  70
* Gp# 1[7,3,8,2,1] x =     1478, y =    176.9, q = 0.9825 dT[    99,   136,   171,   269] Src Amplitude = 75.0
*        212.7340583   7  75
*        212.7342045   3  65
*        212.7341388   8  74
*        212.7342738   2  77
*        212.7342110   1  75
  1      212.7345908   6  69
  1      212.7346267   4  69
  1      212.7346560  10  72
  1      212.7346803   9  73
  1      212.7357238   3  50
  1      212.7370585   3  51
  1      212.7449298   7  51
  1      212.7468435   7  50
  1      212.7495363   2  50
  1      212.7497897   7  51
  1      212.7510780   8  50
  1      212.7526513   5  51
  1      212.7531075   1  51
  1      212.7538475   6  52
  1      212.7538675   4  52
  1      212.7546207  10  51
  1      212.7549410   1  51
  1      212.7555475   9  51
  1      212.7567418  10  50
* Gp# 1[1,10,9] x =    466.8, y =     1527, q = 0.9825 dT[   154,   608] Src Amplitude = 51.0
*        212.7549410   1  51
*        212.7546207  10  51
*        212.7555475   9  51
  1      216.9908040   7  73
  1      216.9908845   8  72
  1      216.9909508   3  64
  1      216.9909635   1  74
  1      216.9910195   2  76
  1      216.9913372   6  68
  1      216.9913448   5  67
* Gp# 1[7,3,8,2,1,6] x =     1413, y =     95.9, q = 0.8835 dT[   100,   151,   171,   270,   712] Src Amplitude = 73.0
*        216.9908040   7  73
*        216.9909508   3  64
*        216.9908845   8  72
*        216.9910195   2  76
*        216.9909635   1  74
*        216.9913372   6  68
  1      216.9913725   4  67
  1      216.9914917  10  70
  1      216.9914993   9  72
  1      216.9930540   3  51
  1      217.0010213   2  55
  1      217.0044520   2  52
  1      217.0049885   8  53
  1      217.0059520   5  50
  1      217.0059955   4  51
  1      217.0073000   5  50
  1      217.0073698   4  52
  1      217.0078722   6  50
  1      217.0086280   5  51
  1      217.0092718   9  51
  1      217.0094825  10  51
  1      217.0100708   1  51
  1      220.2564775   7  73
  1      220.2565580   8  73
  1      220.2566242   3  64
  1      220.2566363   1  75
  1      220.2566935   2  76
  1      220.2570108   6  69
  1      220.2570182   5  68
* Gp# 1[7,3,8,2,1,6] x =     1463, y =    86.26, q = 0.8757 dT[   100,   135,   171,   255,   715] Src Amplitude = 73.0
*        220.2564775   7  73
*        220.2566242   3  64
*        220.2565580   8  73
*        220.2566935   2  76
*        220.2566363   1  75
*        220.2570108   6  69
  1      220.2570463   4  68
  1      220.2570785  10  70
  1      220.2570995   9  72
  1      220.2581430   3  51
  1      220.2664478   7  50
  1      220.2692068   2  51
  1      220.2706070   8  53
  1      220.2710825   2  50
  1      220.2728990   8  50
  1      220.2735455   6  52
  1      220.2745615   5  51
  1      220.2748497   4  50
  1      220.2750665   1  51
  1      220.2762708   6  51
  1      220.2762870   4  50
  1      220.2764443   1  51
  1      220.2768813   9  50
  1      220.2781677   1  50
* Gp# 1[6,4,1] x =     2464, y =     2166, q = 1 dT[    16,   274] Src Amplitude = 51.0
*        220.2762708   6  51
*        220.2762870   4  50
*        220.2764443   1  51
  1      221.2165110   1  54
  1      221.2174458   9  50
  1      221.2177833   6  50
  1      221.2184328  10  52
  1      221.2323265   1  50
  1      221.2328932   8  52
  1      221.2333863  10  59
  1      221.2335650   1  59
  1      221.2337278   5  54
  1      221.2337377   9  57
  1      221.2338482   6  53
  1      221.2342355   4  51
  1      221.2355387   8  53
  1      221.2363568   4  50
  1      221.2369667   6  51
  1      221.2374970   5  51
  1      221.2382965   8  53
  1      221.2386143   4  51
  1      221.2387153   6  51
  1      221.2388318   9  57
  1      221.2390870   2  50
  1      221.2395237   5  53
  1      221.2400803   4  54
  1      221.2402767   6  55
  1      221.2411038   8  51
  1      221.2426910   5  53
  1      221.2430425   8  51
  1      221.2436680   6  51
  1      221.2438528   4  50
  1      221.2445633   9  51
  1      221.2446878   5  51
  1      221.2464323   1  58
  1      221.2464555   6  50
  1      221.2466228   9  51
  1      221.2468737  10  56
  1      221.2473965   5  54
  1      221.2477898   6  54
  1      221.2478615   9  54
  1      221.2478990   4  51
  1      221.2490998   8  53
* Gp# 1[6,9,4] x =     2366, y =     2369, q = 0.9991 dT[    52,    63] Src Amplitude = 54.0
*        221.2477898   6  54
*        221.2478615   9  54
*        221.2478990   4  51
  1      221.2494665   4  50
  1      221.2502287   5  51
  1      221.2502768  10  52
  1      221.2502818   6  53
  1      221.2508888   9  52
  1      221.2516830   4  50
  1      221.2521185   5  52
  1      221.2523378  10  51
  1      221.2532500   9  51
  1      221.2534330   6  50
  1      221.2537053   1  50
  1      221.2822450   1  51
* Gp# 1[6,9,1] x =     2210, y =     2252, q = 1 dT[   158,   375] Src Amplitude = 50.0
*        221.2534330   6  50
*        221.2532500   9  51
*        221.2537053   1  50
  1      221.3000573   8  54
  1      221.3001450   1  61
  1      221.3006165  10  59
  1      221.3007085   6  55
  1      221.3007555   5  56
  1      221.3008192   2  51
  1      221.3010312   4  54
  1      221.3011110   9  56
  1      221.3020562   8  52
* Gp# 1[2,4,6,10,9] x =    556.1, y =     1317, q = 0.4266 dT[   196,   203,   318,   363] Src Amplitude = 51.0
*        221.3008192   2  51
*        221.3010312   4  54
*        221.3007085   6  55
*        221.3006165  10  59
*        221.3011110   9  56
  1      221.3023627   2  53
  1      221.3042710   8  52
  1      221.3044675   2  51
  1      221.3057540   4  51
  1      221.3057955   5  53
  1      221.3066510   6  52
  1      221.3069018   8  51
  1      221.3077992   4  52
  1      221.3081678   5  51
  1      221.3086288   6  51
  1      221.3092937   1  53
  1      221.3101685   6  50
  1      221.3106863   4  50
  1      221.3107085   9  50
  1      221.3123365   1  53
  1      221.3126940  10  51
  1      221.3131797   9  51
  1      221.3131912   6  50
  1      221.3141247   1  50
  1      221.3152535  10  51
  1      221.3262743   1  50
  1      221.3388098   8  53
  1      221.3389533   1  58
  1      221.3393893   2  51
  1      221.3394765   6  53
  1      221.3395500  10  55
  1      221.3396423   9  51
  1      221.3396713   5  54
  1      221.3410010   4  51
  1      221.3410353   9  53
  1      221.3410728   8  51
  1      221.3413938   2  50
  1      221.3421143   6  52
  1      221.3426492   2  51
* Gp# 1[4,8,2] x =     2076, y =     1884, q = 0 dT[   270,   389] Src Amplitude = 51.0
*        221.3410010   4  51
*        221.3410728   8  51
*        221.3413938   2  50
  1      221.3431045   5  51
  1      221.3433870   6  51
  1      221.3435055   4  50
  1      221.3441993   1  51
  1      221.3456630   9  51
  1      221.3458487   1  51
  1      221.3458797   6  50
  1      221.3470725  10  51
* Gp# 1[9,1,6] x =    830.3, y =     2390, q = 0 dT[   202,   217] Src Amplitude = 51.0
*        221.3456630   9  51
*        221.3458487   1  51
*        221.3458797   6  50
  1      221.3471882   9  50
  1      221.3483883   1  51
  1      221.3489447  10  52
  1      221.3496440   1  51
  1      221.3503443  10  51
  1      221.3520182   1  50
  1      221.4590995   1  52
  1      221.4608180  10  51
  1      221.4617062   1  50
  1      221.5038120   1  50
  1      221.5052052   1  56
  1      221.5052377  10  55
  1      221.5054358   5  52
  1      221.5056542   6  50
  1      221.5057413   9  51
  1      221.5065537   8  52
* Gp# 1[5,6,9] x =     1230, y =     2320, q = 1 dT[   221,   306] Src Amplitude = 52.0
*        221.5054358   5  52
*        221.5056542   6  50
*        221.5057413   9  51
  1      221.5072105   6  51
  1      221.5073975   5  52
  1      221.5075340   9  55
* Gp# 1[1,8,6,10] x =     1898, y =    484.5, q = 0.9744 dT[    46,   335,   522] Src Amplitude = 56.0
*        221.5052052   1  56
*        221.5065537   8  52
*        221.5072105   6  51
*        221.5052377  10  55
  1      221.5082533   4  51
  1      221.5085093   6  52
  1      221.5087903   8  51
  1      221.5092508   5  51
  1      221.5103218   4  50
  1      221.5105700   6  50
  1      221.5120730   4  50
  1      221.5121120   1  51
  1      221.5129280  10  51
  1      221.5133547   1  52
  1      221.5138003   9  52
  1      221.5142117  10  54
  1      221.5164903  10  51
* Gp# 1[1,9,10] x =    375.7, y =     1835, q = 0.9744 dT[   275,   690] Src Amplitude = 52.0
*        221.5133547   1  52
*        221.5138003   9  52
*        221.5142117  10  54
  1      221.5165680   6  50
  1      221.5171832   1  50
  1      221.5175547   9  51
  1      221.5184245   1  54
  1      221.5191778   9  50
  1      221.5192338  10  50
  1      221.5206040   1  51
* Gp# 1[1,9,10] x =     1968, y =     3185, q = 0.9744 dT[   498,   563] Src Amplitude = 54.0
*        221.5184245   1  54
*        221.5191778   9  50
*        221.5192338  10  50
  1      221.5221170   8  57
  1      221.5221310   1  60
  1      221.5226898   6  55
  1      221.5227145   9  56
  1      221.5228828   5  56
  1      221.5228882  10  56
  1      221.5230965   2  54
  1      221.5238470   4  54
  1      221.5257688   2  53
* Gp# 1[2,5,9] x =    764.8, y =     1460, q = 1 dT[    89,   324] Src Amplitude = 54.0
*        221.5230965   2  54
*        221.5228828   5  56
*        221.5227145   9  56
  1      221.5264755   8  51
  1      221.5266545   5  52
  1      221.5275895   4  52
  1      221.5280250   6  50
  1      221.5283057   5  53
  1      221.5296202  10  53
  1      221.5296907   4  51
  1      221.5297708   6  52
  1      221.5301377   9  51
  1      221.5309962   1  52
* Gp# 1[10,4,6] x =     1107, y =     2405, q = 1 dT[    71,   156] Src Amplitude = 53.0
*        221.5296202  10  53
*        221.5296907   4  51
*        221.5297708   6  52
  1      221.5310260  10  53
  1      221.5312475   6  51
  1      221.5319765   9  50
  1      221.5330117   1  50
* Gp# 1[10,6,1] x =     1357, y =     2313, q = 1 dT[    46,   380] Src Amplitude = 53.0
*        221.5310260  10  53
*        221.5312475   6  51
*        221.5309962   1  52
  1      221.5514520   1  50
  1      221.5530498   1  52
  1      221.5534135  10  52
  1      221.5541182   9  51
  1      221.5542953   1  56
  1      221.5546723  10  56
  1      221.5546800   6  50
  1      221.5549218   8  51
  1      221.5551340   5  50
  1      221.5552228   4  51
  1      221.5554640   9  54
  1      221.5561045   6  50
  1      221.5569555   5  52
  1      221.5572170   8  52
  1      221.5574465   6  50
  1      221.5582685   9  53
  1      221.5582855   4  50
  1      221.5587312   6  51
  1      221.5616108   1  50
  1      221.5617370  10  53
  1      221.5626443   9  52
  1      221.5630393   1  50
  1      221.5654620  10  50
  1      225.8568217   1  51
  1      225.8585438   1  51
  1      225.8593850  10  50
  1      225.8684663   1  52
  1      225.8691732   9  50
  1      225.8694723  10  51
  1      225.8711637  10  52
* Gp# 1[1,9,10] x =    86.07, y =     3663, q = 1 dT[   376,   675] Src Amplitude = 52.0
*        225.8684663   1  52
*        225.8691732   9  50
*        225.8694723  10  51
  1      225.8712468   9  52
  1      225.8719532   1  51
  1      225.8750277  10  50
  1      225.9146085   1  54
  1      225.9150760   9  52
  1      225.9155700  10  51
  1      225.9170625  10  51
* Gp# 1[1,9,10] x =     1739, y =     5013, q = 1 dT[    11,    67] Src Amplitude = 54.0
*        225.9146085   1  54
*        225.9150760   9  52
*        225.9155700  10  51
  1      225.9175973   1  52
  1      225.9179198   6  50
  1      225.9179303   9  51
  1      225.9184500  10  53
  1      225.9187908   5  50
  1      225.9194868   6  50
  1      225.9197272   1  52
  1      225.9200595   4  51
  1      225.9207415   9  52
  1      225.9211300  10  50
  1      225.9228700  10  51
  1      225.9235398   1  50
  1      225.9270145   1  51
  1      225.9280960  10  51
  1      225.9286380   1  53
  1      225.9333678   1  51
  1      225.9568268   1  53
  1      225.9772770   1  50
  1      225.9791020   9  50
  1      225.9806128  10  51
  1      231.6041767   8  93
  1      231.6041910   7  91
  1      231.6045570   2  87
  1      231.6045645   1  90
  1      231.6047668   6  88
  1      231.6048135   3  74
  1      231.6048268   5  88
  1      231.6048652   9  89
  1      231.6048875  10  91
  1      231.6049118   4  87
  1      231.6320605   3  52
  1      231.6360022   3  50
  1      231.6494882   7  54
  1      231.6515000   7  53
  1      231.6518358   8  53
  1      231.6523780   2  51
  1      231.6531888   6  53
  1      231.6537058   7  52
  1      231.6537205   9  52
  1      231.6544483   8  51
  1      231.6546530   4  50
  1      231.6550732   9  52
* Gp# 1[6,7,9,8] x =     1122, y =     1850, q = 0.349 dT[    21,    62,   714] Src Amplitude = 53.0
*        231.6531888   6  53
*        231.6537058   7  52
*        231.6537205   9  52
*        231.6544483   8  51
  1      231.6554358   2  51
  1      231.6554685  10  51
  1      231.6554940   5  52
  1      231.6563283   4  50
  1      231.6567438   1  53
  1      231.6617675   1  51
211      231.8947120		Time Mark
  1      233.4960637   8  50
  1      233.4966288   7  59
  1      233.4969843   1  60
  1      233.4971317   2  59
  1      233.4973095   8  57
  1      233.4974098   6  58
  1      233.4974490  10  61
  1      233.4974712   9  62
  1      233.4975270   4  59
  1      233.4976693   5  60
  1      233.5027420   7  52
* Gp# 1[8,9,2,4,10] x =     2491, y =    528.3, q = 0.3139 dT[   106,   197,   244,   980] Src Amplitude = 57.0
*        233.4973095   8  57
*        233.4974712   9  62
*        233.4971317   2  59
*        233.4975270   4  59
*        233.4974490  10  61
  1      233.5034470   2  51
  1      233.5056225   2  52
  1      233.5059235   8  54
  1      233.5061372   7  50
  1      233.5067543   4  54
  1      233.5072040   5  51
  1      233.5080422   8  51
  1      233.5088077   6  50
  1      233.5090605   4  50
  1      233.5097202   9  51
  1      233.5101400   5  50
  1      233.5103548   6  52
  1      233.5103612   4  50
  1      233.5109075  10  50
  1      233.5117368   5  51
* Gp# 1[5,6,4] x =     1165, y =     1878, q = 0.3139 dT[   215,   221] Src Amplitude = 50.0
*        233.5101400   5  50
*        233.5103548   6  52
*        233.5103612   4  50
  1      233.5118598   1  50
  1      233.5122255   4  50
  1      233.5133140   1  51
  1      240.1779950   7  70
  1      240.1779975   8  72
  1      240.1780582   1  73
  1      240.1780812   3  67
  1      240.1782080   2  72
  1      240.1784493   9  69
  1      240.1784505   6  67
  1      240.1784535   5  70
  1      240.1785075  10  71
  1      240.1785455   4  70
  1      240.1803053   3  52
* Gp# 1[7,3,8,1,2,6,4,10,9] x =     1718, y =    110.5, q = 0.9591 dT[    48,    51,   163,   201,   446,   587,   708,   902] Src Amplitude = 70.0
*        240.1779950   7  70
*        240.1780812   3  67
*        240.1779975   8  72
*        240.1780582   1  73
*        240.1782080   2  72
*        240.1784505   6  67
*        240.1785455   4  70
*        240.1785075  10  71
  1      240.1889698   7  52
  1      240.1912210   7  50
  1      240.1942620   8  50
  1      240.1948525   2  50
  1      240.1951760   6  51
  1      240.1951885   4  51
  1      240.1964097  10  52
  1      240.1968158   6  51
  1      240.1973225   5  50
  1      240.1975730   9  51
  1      240.1976635  10  50
  1      240.1990647   9  50
  1      240.2000518  10  52
  1      240.2015720   1  50
  1      243.5471015   8  70
  1      243.5471303   7  67
  1      243.5471705   1  72
  1      243.5471820   3  66
  1      243.5473090   2  70
  1      243.5475515   6  65
  1      243.5475605   5  68
  1      243.5476463   4  68
  1      243.5477080  10  70
  1      243.5477132   9  67
  1      243.5485823   3  53
* Gp# 1[7,3,8,1,2,6,4,10,9] x =     1719, y =    110.8, q = 0.9592 dT[    48,    50,   163,   201,   445,   586,   708,   902] Src Amplitude = 67.0
*        243.5471303   7  67
*        243.5471820   3  66
*        243.5471015   8  70
*        243.5471705   1  72
*        243.5473090   2  70
*        243.5475515   6  65
*        243.5476463   4  68
*        243.5477080  10  70
  1      243.5580710   7  50
  1      243.5587050   2  53
  1      243.5601568   2  51
  1      243.5619820   4  51
  1      243.5626343   8  50
  1      243.5632935   4  51
  1      243.5638525   5  53
  1      243.5641445  10  51
  1      246.6326595   8  71
  1      246.6326692   7  68
  1      246.6327018   1  73
  1      246.6327218   3  66
  1      246.6328485   2  70
  1      246.6330910   6  66
  1      246.6331003   5  69
  1      246.6331445   9  67
  1      246.6331977   4  68
  1      246.6332513  10  70
  1      246.6341210   3  53
* Gp# 1[7,3,8,1,2,4,10,9] x =     1743, y =    42.71, q = 0.963 dT[    49,    50,   164,   201,   587,   813,   902] Src Amplitude = 68.0
*        246.6326692   7  68
*        246.6327218   3  66
*        246.6326595   8  71
*        246.6327018   1  73
*        246.6328485   2  70
*        246.6331977   4  68
*        246.6332513  10  70
*        246.6331445   9  67
  1      246.6436105   7  50
  1      246.6457245   8  54
  1      246.6469720   2  50
  1      246.6481733   8  51
  1      246.6488367   4  52
  1      246.6490630   6  51
  1      246.6498005   5  50
  1      246.6504520  10  50
  1      246.6512515   9  50
  1      246.6514560   6  50
  1      249.7923652   7  68
  1      249.7923980   8  71
  1      249.7924667   1  73
  1      249.7924808   3  67
  1      249.7926090   2  71
  1      249.7928518   6  67
  1      249.7928548   5  69
  1      249.7929463   4  69
  1      249.7929998  10  71
  1      249.7930130   9  68
* Gp# 1[7,3,8,1,2,6,4,10,9] x =     1696, y =    128.8, q = 0.9572 dT[    48,    50,   164,   171,   446,   586,   708,   903] Src Amplitude = 68.0
*        249.7923652   7  68
*        249.7924808   3  67
*        249.7923980   8  71
*        249.7924667   1  73
*        249.7926090   2  71
*        249.7928518   6  67
*        249.7929463   4  69
*        249.7929998  10  71
  1      249.8064615   2  51
  1      249.8088242   5  54
  1      249.8091382   6  51
  1      249.8101270  10  50
  1      249.8103500   8  50
  1      249.8111888   4  50
  1      249.8120645  10  50
  1      249.8120970   6  50
  1      249.8135460  10  50
  1      249.8141735   9  50
  1      253.4274368   7  70
  1      253.4274610   8  71
  1      253.4275030   1  73
  1      253.4275228   3  67
  1      253.4276498   2  71
  1      253.4278905   9  68
  1      253.4278923   6  67
  1      253.4278953   5  70
  1      253.4279493  10  71
  1      253.4279993   4  69
  1      253.4289225   3  54
* Gp# 1[7,3,8,1,2,6,4,10,9] x =     1705, y =      117, q = 0.959 dT[    48,    60,   163,   201,   446,   587,   708,   903] Src Amplitude = 70.0
*        253.4274368   7  70
*        253.4275228   3  67
*        253.4274610   8  71
*        253.4275030   1  73
*        253.4276498   2  71
*        253.4278923   6  67
*        253.4279993   4  69
*        253.4279493  10  71
  1      253.4377640   7  51
  1      253.4390258   7  50
  1      253.4418385   8  51
  1      253.4433027   8  50
  1      253.4433227   2  50
  1      253.4436335   4  53
  1      253.4446182   6  50
* Gp# 1[8,2,4] x =      272, y =    428.4, q = 1 dT[    20,   335] Src Amplitude = 50.0
*        253.4433027   8  50
*        253.4433227   2  50
*        253.4436335   4  53
  1      253.4454842   4  51
  1      253.4458513  10  52
  1      253.4460525   9  51
  1      253.4462573   6  51
  1      253.4467442   5  51
  1      253.4471052  10  50
  1      253.4478023   9  50
  1      253.4494937  10  51
211      259.1910792		Time Mark
  1      263.8816365   8  67
  1      263.8817188   7  64
  1      263.8817388   3  62
  1      263.8817742   1  73
  1      263.8819055   2  67
  1      263.8820933   5  63
  1      263.8821122   6  68
  1      263.8821577   4  64
  1      263.8822485  10  69
  1      263.8822530   9  69
  1      263.8889325   7  52
* Gp# 1[7,3,1,2,6,4,9,10] x =     1946, y =    58.46, q = 0.9765 dT[    26,    77,   235,   460,   573,   697,   792] Src Amplitude = 64.0
*        263.8817188   7  64
*        263.8817388   3  62
*        263.8817742   1  73
*        263.8819055   2  67
*        263.8821122   6  68
*        263.8821577   4  64
*        263.8822530   9  69
*        263.8822485  10  69
  1      263.8907572   7  50
  1      263.8936407   8  52
  1      263.8949583   5  53
  1      263.8953848   2  50
  1      263.8957608   8  51
  1      263.8964390   5  51
  1      263.8973210   9  50
  1      263.8974857  10  51
  1      263.8975170   4  50
  1      263.8977685   6  50
  1      263.8987665   1  53
  1      266.8808070   8  68
  1      266.8808888   7  66
  1      266.8809100   3  64
  1      266.8809325   1  73
  1      266.8810762   2  69
  1      266.8812643   5  65
  1      266.8812823   6  70
  1      266.8813005   4  66
* Gp# 1[3,7,1,2,8,6] x =     1651, y =    521.6, q = 0.5381 dT[    25,    51,   196,   356,   373] Src Amplitude = 64.0
*        266.8809100   3  64
*        266.8808888   7  66
*        266.8809325   1  73
*        266.8810762   2  69
*        266.8808070   8  68
*        266.8812823   6  70
  1      266.8813422  10  70
  1      266.8813550   9  71
  1      266.8897207   7  52
  1      266.8922152   7  51
  1      266.8933462   2  51
  1      266.8963703   8  52
  1      266.8968655   4  50
  1      266.8972298   2  51
